"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mr88","mr89","mr90","mr91"
"2659","CST3",912.616368662971,-0.222884127086572,0.076678434754639,-2.90673809135218,0.00365218844722624,0.0175329768818514,833.323860684151,850.954826519406,996.38526008173,969.801527366597
"2660","ACP2",290.224702169675,-0.395633995235474,0.13621914780082,-2.9043934103447,0.00367965472052684,0.0176515567484123,253.620305425611,247.780682748477,331.050081001181,328.447739503431
"2661","SNX14",568.161782174099,-0.285682204810162,0.0983617773107679,-2.90440263098913,0.00367954634037999,0.0176515567484123,498.427550044927,525.403564514107,642.690059533237,606.125954604123
"2662","CSNK1G2",750.311897903237,0.252735297902888,0.0870386061508091,2.90371490399308,0.00368763790474389,0.01768320730806,811.780823157652,820.208318441128,649.160093689612,720.098356324557
"2663","FAM109A",137.798595154793,0.596305394466939,0.205437877734548,2.90260686608846,0.00370070874143599,0.0177392215863426,165.489697362658,166.392867247153,97.0505123456231,122.261303663738
"2664","PPP3CC",217.304758127587,-0.470532781397578,0.162115974008361,-2.90244551331696,0.00370261562946616,0.017741699891192,188.011963867635,176.340266919537,271.741434567745,233.125367155432
"2665","EPS15L1",432.677478103986,0.3265057902273,0.112516947787307,2.90183653794536,0.00370982063013218,0.0177695535998639,469.050680690609,493.752747374703,374.18364204368,393.722842306952
"2666","BRI3",411.919828989646,-0.337061413231229,0.116262906145613,-2.89913115374114,0.00374198331270006,0.0179168855913789,383.857759563087,344.541752288941,456.137408024428,463.142396082125
"2667","RUNX1",68.3748323759462,-0.839454506917026,0.289638324719716,-2.89828532784592,0.00375209071115732,0.0179585444049206,53.8575938162495,44.3111439951657,85.1887830589358,90.1418086334337
"2668","ACVR1B",498.094645835552,-0.305715877772068,0.105531193658619,-2.89692428535418,0.00376840691367747,0.0180298779059569,442.611498271723,448.537294318412,525.151105692427,576.078685059645
"2669","KAT2B",266.266008141159,-0.413808153175427,0.14285753757716,-2.89664906867039,0.00377171404410504,0.0180389395927317,224.243436071293,232.407428709338,296.543232167182,311.869935616822
"2670","SUCLA2",448.434638067335,-0.325824441986318,0.112519197383725,-2.8957231260294,0.0037828599722899,0.0180854709911163,375.044698756792,420.503713423511,513.28937640574,484.900763683299
"2671","MAFF",34.3907469092587,-1.21093850475649,0.418335552099866,-2.89465836378978,0.00379571392123973,0.0181401303648915,23.5014954834543,18.0861812225166,43.1335610424991,52.8417498885646
"2672","PSMD4",772.789216858743,0.243420694044385,0.0841033263021661,2.89430519275568,0.00379998620600848,0.0181469599400293,842.136921490447,833.772954358015,685.823620575736,729.423371010774
"2673","ALG8",433.580931860757,-0.337656341126425,0.116657628215215,-2.89442144754993,0.00379857939784919,0.0181469599400293,398.546194240246,368.053787878213,449.667373868054,518.056371456516
"2674","VDAC1",1452.94887156149,-0.180853974533259,0.0625062093467239,-2.89337613692196,0.00381124580325682,0.0181939239635652,1370.92056986817,1352.84635544424,1598.09843662459,1489.93012430894
"2675","MAP1B",1369.76575024784,0.184579377607387,0.0638155179375698,2.89239018302663,0.00382322812111645,0.0182443016695519,1443.38351427549,1471.31084245173,1243.32489705004,1321.04374721411
"2676","SLC39A9",1037.11895895809,-0.209312403029495,0.0723747226782733,-2.89206500949163,0.00382718746149049,0.0182563706823341,978.249749498787,945.907277937618,1132.2559773656,1092.06283103033
"2677","E2F8",45.5645791987826,1.052653839934,0.364119885428762,2.89095400185154,0.00384074331004204,0.0183141906435139,57.7745097301586,65.1102524010598,34.5068488339993,24.8667058299127
"2678","SMAD6",59.7768377079387,0.901475266002609,0.312082427759962,2.88858066272151,0.00386984760956944,0.0184460809320963,73.4421733857948,82.2921245624506,38.8202049382492,44.5528479452603
"2679","EPCAM",934.280177669623,-0.226454698269785,0.0784182575384442,-2.88778028711957,0.00387970771375818,0.0184792794649714,864.659187995424,857.284989947287,1056.77224554123,958.404287194554
"2680","SRA1",350.596776982537,-0.359465180449599,0.124477095707645,-2.88780179523036,0.00387944244977642,0.0184792794649714,296.706380478611,317.412480455166,391.43706646068,396.831180535691
"2681","SPINT1",1320.08822322147,-0.183408011818813,0.0635248650906104,-2.88718459389412,0.00388706107224524,0.0185033451394943,1230.89082594592,1241.61634092576,1401.84073388122,1406.00499213298
"2682","APOOL",515.708599457881,-0.29748008942279,0.103036390275372,-2.88713617225675,0.00388765935480797,0.0185033451394943,449.466101121064,475.666566152187,583.381413099801,554.320317458472
"2683","PIP4K2A",127.969477189732,0.609969899882171,0.211477340642629,2.88432745573885,0.00392250645437478,0.0186622418524391,154.718178599408,154.636849452517,91.6588172153107,110.864063491694
"2684","PDCL",189.001548070726,0.499678091072202,0.173296938490593,2.88336363829835,0.00393452953587454,0.0187124700169294,233.056496877589,209.799702181193,164.985870987559,148.164122236563
"2685","UBA3",488.662498807769,0.30377218438073,0.105391018466156,2.88233465054026,0.00394740251166472,0.018766701326406,547.38899896879,532.638037003114,427.022254320741,447.600704938429
"2686","SURF6",555.302403778347,0.285379437362636,0.0990166386184604,2.88213618786117,0.0039498897406197,0.0187715348246502,602.225821763517,617.643088748942,514.367715431802,486.972989169125
"2687","NFRKB",573.016109101234,0.278668878638279,0.0967025285872568,2.88171242995813,0.00395520524098591,0.0187898008564143,630.623462139358,625.781870299075,517.60273250999,518.056371456516
"2688","RPS6KA2",700.048801112268,-0.257660500568508,0.0894816397737512,-2.87947897713974,0.00398332853992643,0.0189163648854765,632.581920096312,642.963742460465,727.878842592173,796.770699300121
"2689","PNPLA8",506.969557275023,-0.303574949964571,0.10546802864656,-2.87835995287159,0.00399748728953742,0.0189694889408718,471.009138647564,436.781276523776,583.381413099801,536.70640082895
"2690","TRIM35",199.911424529228,0.484786217975005,0.168418687160015,2.87845859714135,0.00399623733295415,0.0189694889408718,231.098038920634,235.120355892716,180.082617352434,153.344685951129
"2691","DR1",672.48332184311,0.257637353747549,0.0895239753409961,2.87785872741028,0.00400384398117421,0.0189925932440315,742.255565685766,722.542939839538,620.044939985925,605.08984186121
"2692","ANXA11",898.080303570567,-0.243326697914222,0.0845772413196244,-2.87697605310477,0.00401506063639997,0.019038725491696,852.908440253697,792.174737546227,1041.67549917635,905.562537305989
"2693","YBX1",1654.39727633105,0.164236473191736,0.0570952427648278,2.87653515842323,0.00402067401805336,0.0190582635872451,1764.57061921603,1732.65616111709,1550.65151947784,1569.71080551324
"2694","PEX6",346.478964219833,-0.361844931630179,0.125821136221158,-2.87586762047799,0.00402918653618523,0.0190915241775814,305.519441284906,301.134917354901,373.105303017618,406.156195221908
"2695","GEN1",105.076193099421,0.67451114061153,0.234659934447538,2.87441970952364,0.00404770671362836,0.0191721618550894,125.34130924509,132.933431985497,89.5021391631857,72.5278920039122
"2696","PRAC2",46.3683098576109,1.01957737736705,0.354979410961586,2.87221553105058,0.0040760486678038,0.0192992437850577,63.6498836010221,60.5887070954306,29.1151537036869,32.119495030304
"2697","SNX4",444.170959689001,0.321169373338234,0.111830089320811,2.87194059567353,0.00407959647083218,0.0193088798480433,483.739115367768,502.795837985962,413.003846981929,377.145038420343
"2698","NUP54",215.22006363939,0.483645583792588,0.168418500447905,2.87168917017041,0.00408284335247421,0.0193170850238448,273.204884995157,228.790192464835,195.179363717309,163.705813380259
"2699","FKBP1A",461.926844145841,0.317109262036625,0.110449196636404,2.87108708522833,0.00409062814692722,0.0193467463117918,486.6768023032,538.063891369869,404.377134773429,418.589548136865
"2700","TPGS2",337.146579421804,0.363353994652492,0.126668711135553,2.86853786854794,0.00412373830703427,0.0194955224336254,377.982385692224,380.714114733974,299.778249245369,290.111568015649
"2701","ZNF746",321.307531588824,0.378553759580354,0.131972440443262,2.86843039583785,0.00412513952943378,0.0194955224336254,343.70937144552,382.522732856226,278.211468724119,280.786553329431
"2702","ZNRF1",252.347077689409,0.425649374994088,0.148401338150035,2.86823138052673,0.00412773541931506,0.0195005709206354,282.017945801452,296.613372049272,204.884414951871,225.872577955041
"2703","BMS1",629.536533726106,0.270815709945776,0.0944328315706604,2.86781308408755,0.00413319637224237,0.0195191460198571,704.065635525153,672.805941477618,595.243142386488,546.031415515167
"2704","CNTNAP2",53.8750831132594,0.961025632768382,0.335466685210043,2.86474238765815,0.00417348612318053,0.0197021266133134,75.4006313427493,66.9188705233114,43.1335610424991,30.0472695444779
"2705","ANKFY1",999.284410494903,-0.211837179085366,0.0739583405662674,-2.86427707089449,0.00417962240568579,0.0197238003728573,950.831338101423,901.596133942453,1083.73072119279,1060.97944874294
"2706","LHPP",84.6179036736832,-0.735396512760647,0.256833654547986,-2.86331833752437,0.00419229134513289,0.0197762745826391,64.6291125794994,62.3973252176823,107.833902606248,103.611274291303
"2707","EPM2AIP1",991.064981458225,0.211239805902128,0.0737801085973022,2.86309968795373,0.00419518550842384,0.0197826165552384,1077.15187632499,1049.90281996709,930.606579491919,906.598650048902
"2708","NFIL3",88.9738290235865,0.743200261090916,0.259654158190382,2.86226982179115,0.00420618656465056,0.019827168204492,96.9436688692491,125.69895949649,69.0136976679986,64.2389900606079
"2709","FOXO3",1584.8740096797,-0.176329275558452,0.0616671293864125,-2.85937220222389,0.00424480414295795,0.0200018179715239,1486.46958932849,1490.30133273537,1601.33345370278,1761.39166295215
"2710","GABPB1",155.111510066207,0.55074004844114,0.192617010297733,2.85924928224068,0.00424644942741617,0.0200021870630876,199.762711609362,169.10579443053,127.244005075372,124.333529149564
"2711","C1orf198",360.986918850908,0.351846000834576,0.123211818065456,2.85561893622622,0.0042953031695978,0.0202248413721564,418.130773809792,391.565823467484,321.345029766619,312.906048359735
"2712","NOL3",440.22451496225,-0.326368546938451,0.114295024839228,-2.85549215635181,0.0042970184253967,0.0202254573009546,392.670820369383,388.852896284107,456.137408024428,523.236935171081
"2713","ST8SIA4",13.8904861730612,2.08402040519236,0.729920323765817,2.85513409797996,0.00430186609541764,0.0202408111713993,19.5845795695453,25.3206537115232,7.54837318243735,3.10833822873909
"2714","SCNN1G",42.4947949901763,1.06496348738929,0.373035018274352,2.85486197064226,0.00430555368085744,0.0202429068978573,61.6914256440676,53.354234606424,26.958475651562,27.9750440586518
"2715","MOCS2",361.940047109149,-0.348210070744297,0.121975670339248,-2.85475021187282,0.00430706894904665,0.0202429068978573,324.124791875974,312.890935149537,409.768829903742,400.975631507343
"2716","BYSL",200.445827717786,0.47629582259027,0.166831419781052,2.85495276138845,0.00430432306101207,0.0202429068978573,233.056496877589,233.311737770464,177.925939300309,157.489136922781
"2717","GGCT",816.692317909961,0.235114845425317,0.0823958102577347,2.85348059191209,0.00432431692248597,0.0203164908043921,898.932202242128,867.232389619671,775.325759738922,725.278920039122
"2718","ZC3H18",519.525602374748,0.300825493311463,0.105455925256633,2.85261821542401,0.00433606812239319,0.0203642051443521,541.513625097927,604.98276189318,479.860866597803,451.745155910082
"2719","SLAIN1",125.494400332919,0.634126979047089,0.222392090233182,2.85139178458278,0.00435282998645005,0.0204354081563203,175.28198714743,130.22050480212,95.9721733195606,100.502936062564
"2720","ZNF695",19.5435535937246,1.6368877995267,0.574393334075653,2.8497680986512,0.00437511157113609,0.0205324629432177,28.3976403758406,30.7465080782782,9.70505123456231,9.32501468621728
"2721","PFKFB3",334.071514316234,0.369001936051282,0.129490391706686,2.84964723009815,0.00437677435858824,0.0205327176359349,391.691591390906,361.723624450332,279.289807750182,303.581033673518
"2722","HHLA3",63.8846239347897,-0.85597874798248,0.300425681581713,-2.84921962555209,0.00438266150901716,0.0205527825725952,41.1276170960451,49.7369983619207,77.6404098764985,87.0334704046946
"2723","SENP6",798.85181940017,0.235794144004317,0.0828123022766235,2.84733231080424,0.00440873142582953,0.0206674464380147,887.181454500401,841.007426847022,742.975588957048,724.242807296209
"2724","MAP2K4",642.824148906158,-0.259646906235473,0.091196957734166,-2.84710052491366,0.00441194281002685,0.0206749082121853,579.70355525854,590.513816915167,694.450332784236,706.628890666687
"2725","RRP15",280.75389929539,0.39627425169145,0.139227783876682,2.84622968675879,0.00442402719237278,0.0207051642936465,315.311731069679,322.838334821921,237.234585733745,247.630945556214
"2726","TMEM208",328.077980612196,-0.36607117162268,0.128606721510405,-2.84643887444921,0.00442112161787903,0.0207051642936465,282.017945801452,291.187517682517,379.575337173992,359.531121790822
"2727","ZNF18",194.918994274781,-0.480223103822438,0.168726210642253,-2.84616777674599,0.00442488744168177,0.0207051642936465,167.448155319612,158.25408569702,215.667805212496,238.305930869997
"2728","ZNF431",91.8760364568769,0.706937195842571,0.248378698565267,2.84620702148018,0.00442434211237448,0.0207051642936465,118.486706395749,109.421396396225,72.2487147461861,67.347328289347
"2729","CUL7",667.24433232239,-0.257683414931201,0.0905452766594736,-2.84590675999928,0.00442851597735085,0.0207145498171065,608.101195634381,607.695689076558,701.998705966673,751.181738611948
"2730","NBEAP1",224.138119984288,-0.448551038143866,0.157643824580893,-2.84534481027958,0.00443633709968609,0.0207315301242847,178.219674082862,200.756611569934,252.33133209862,265.244862185736
"2731","CALML4",158.410191242509,0.532004985416259,0.186975511832003,2.84531904848729,0.00443669594790394,0.0207315301242847,191.928879781544,182.670430347418,132.635700205685,126.40575463539
"2732","FAM110C",45.7760870555077,-1.04559670317028,0.367497644126806,-2.84517933619594,0.00443864252484686,0.0207315301242847,22.5222665049771,37.076671506159,58.2303074073738,65.275102803521
"2733","FANCG",147.997372351343,0.56059549673262,0.197030474137869,2.84522228952438,0.00443804398432093,0.0207315301242847,177.240445104385,175.435957858411,131.557361179622,107.755725262955
"2734","HIST1H2AC",276.023402937009,-0.404791657612397,0.142307649844732,-2.84448276711797,0.00444835920392557,0.0207693142787527,225.222665049771,249.589300870729,326.736724896931,302.544920930605
"2735","OGFR",319.383755615301,0.375519398312338,0.13204007735065,2.84398044780824,0.00445537818454147,0.0207944798996972,348.605516337906,372.575333183842,290.073198010807,266.280974928649
"2736","BVES",43.2740650836357,-1.07150366615419,0.376945237895767,-2.84259769969685,0.00447475139129537,0.02087726663373,34.2730142467042,21.7034174670199,53.9169513031239,63.2028773176949
"2737","ANKRD28",901.984694802408,-0.219404153655717,0.0772726750226057,-2.83934979074468,0.00452055727343122,0.0210832713172632,830.38617374872,836.485881541393,989.915225925355,951.151497994163
"2738","BLM",41.6817889686454,1.06493104732436,0.375135045533605,2.83879381572991,0.00452844074011879,0.0211123250721754,55.816051773204,56.9714708509273,28.0368146776244,25.9028185728258
"2739","IWS1",479.323037059117,0.302865476307743,0.106707309315814,2.83828238430578,0.00453570359481113,0.0211384652748317,545.430541011836,513.647546719472,431.335610424991,426.878450080169
"2740","CLMN",186.699356859722,-0.489210735419384,0.172390187097695,-2.83781080382577,0.0045424098738299,0.0211619934450506,146.88434677159,163.679940063775,212.432788134308,223.800352469215
"2741","FUBP3",486.728849444714,0.307755309085129,0.108480860569594,2.8369549012537,0.00455460449160726,0.0212110639676639,546.409769990313,530.829418880862,406.533812825554,463.142396082125
"2742","ADARB2",15.9581246712622,-1.81347409764205,0.639334259971912,-2.83650386219209,0.0045610426714136,0.021225559497118,7.83383182781811,6.33016342788081,24.801797599437,24.8667058299127
"2743","CTXN1",294.09483596901,0.391245002608636,0.137926623929775,2.83661697402117,0.00455942732712526,0.021225559497118,319.228646983588,348.158988533445,244.782958916183,264.208749442823
"2744","WSB1",775.071055678486,-0.235290079153955,0.0829551255273245,-2.83635372327238,0.00456318759837833,0.0212278023663628,718.754070202312,705.361067678147,840.026101302671,836.142983530816
"2745","ATP13A3",890.249288435224,0.223308007464458,0.0787415060550687,2.83596312354358,0.00456877209732812,0.021246038550963,928.309071596446,989.314112871658,822.772676885671,820.601292387121
"2746","CDKN2C",105.976172376251,0.653303874713003,0.230435123556088,2.83508809174218,0.00458130511237628,0.0212810625034509,124.362080266612,134.742050107749,80.8754269546859,83.9251321759555
"2747","DENR",590.106234071962,0.274591912647141,0.0968539998159153,2.83511174725919,0.00458096588706735,0.0212810625034509,665.875705364539,626.6861793602,519.759410562115,548.103641000993
"2748","NETO2",408.205540978796,0.342658810946414,0.120858783193553,2.83519990762817,0.0045797018483861,0.0212810625034509,424.985376659132,487.422583946822,378.49699814793,341.9172051613
"2749","TP53BP2",445.769187371124,0.313253694470133,0.11049849597779,2.83491364925996,0.0045838073584573,0.021284940316736,502.344465958836,485.613965824571,407.612151851617,387.506165849474
"2750","RAB3GAP1",536.000390351314,-0.285491055118895,0.100754032573867,-2.83354470114723,0.00460348690029422,0.0213685491935475,475.90528353995,490.1355111302,606.026532647113,571.934234087993
"2751","GSTM3",415.052975812284,-0.339465819184315,0.119909282069441,-2.83102203036897,0.00463995250316696,0.021529986805862,390.712362412428,342.73313416669,435.648966529241,491.117440140777
"2752","DHRS4-AS1",149.049574625113,0.547639793355298,0.193452274859477,2.83087802277385,0.00464204202587194,0.0215318555451509,183.115818975248,170.914412552782,125.087327023247,117.080739949173
"2753","GTPBP2",638.588314391931,-0.271060785646444,0.0957806025993756,-2.83001754311589,0.00465454518713343,0.0215820084684919,612.01811154829,546.202672920001,673.961891289049,722.170581810383
"2754","RPS6KB2",637.894084213377,-0.265739781202949,0.0939353808345793,-2.82896368590785,0.00466989974940764,0.0216453414310779,578.724326280063,579.662108181657,731.11385967036,662.076042721427
"2755","SHROOM1",370.225287351687,-0.348073663722311,0.123114128482734,-2.82724385910854,0.00469505591206101,0.0217479171061376,341.750913488565,310.17800796616,398.985439643117,429.986788308908
"2756","VMA21",393.744696517245,0.334505699325942,0.118316210023067,2.82721783651392,0.00469543748879868,0.0217479171061376,425.96460563761,452.154530562915,359.086895678805,337.772754189648
"2757","NAMPT",1070.50221959969,-0.204821972706187,0.0724796820510773,-2.82592261596632,0.00471446518819813,0.0218281277212003,1034.06580127199,955.854677610002,1143.03936762623,1149.04903189055
"2758","CPT2",569.111090270479,-0.275235141356472,0.0974190867437169,-2.82526915983662,0.00472409138398703,0.0218571654444979,507.240610851223,522.69063733073,610.339888751363,636.173224148601
"2759","HAUS8",39.0314656564001,1.09903447572089,0.389002342447294,2.82526441565014,0.0047241613365742,0.0218571654444979,55.816051773204,50.6413074230465,24.801797599437,24.8667058299127
"2760","WDR6",1522.20316208836,0.175290578025621,0.0620511096612964,2.82493865109646,0.00472896694776734,0.0218714721334239,1582.43402921926,1646.74680031014,1374.88225822966,1484.74956059437
"2761","C15orf65",34.5408803353488,-1.19331230778297,0.422663278345795,-2.82331673679651,0.00475295901379079,0.0219701422632558,15.6676636556362,26.2249627726491,50.6819342249365,45.5889606881734
"2762","ITPR3",443.455231629338,0.313412406700098,0.11101066850426,2.82326384412388,0.00475374327701627,0.0219701422632558,493.531405152541,489.231202069074,409.768829903742,381.289489391995
"2763","SAFB2",436.332011120427,0.328988376805612,0.116555918300609,2.82257976773962,0.00476389694082073,0.022009100416061,487.656031281677,483.805347702319,420.552220164367,353.314445333344
"2764","RTN3",1684.87392392906,-0.161988901411833,0.057428148044402,-2.82072305877925,0.00479155486074227,0.0221288704042601,1620.62395937987,1560.83743950318,1746.90922222122,1811.12507461198
"2765","DHRS3",207.884869161491,-0.465185189874997,0.165017145125381,-2.81901125802138,0.00481718285477103,0.0222366467465542,165.489697362658,183.574739408544,255.566349176807,226.908690697954
"2766","SKA3",59.7863703568862,0.89632886378526,0.317980648839299,2.81881575830814,0.00482011763005998,0.0222366467465542,69.5252574718857,85.9093608069539,47.4469171467491,36.2639460019561
"2767","DHRSX",98.131810085257,-0.670775717203118,0.237956321587284,-2.81890269915386,0.00481881230391765,0.0222366467465542,76.3798603212266,75.0576520734439,124.008987997185,117.080739949173
"2768","MYO19",523.990924388581,0.287097309081488,0.101865589351364,2.81839344286526,0.00482646280886677,0.022257874911555,590.47507402179,561.575926959141,476.625849519615,467.286847053777
"2769","ZNF75A",200.348141827075,0.478018748210132,0.169674790515622,2.8172644077384,0.00484346339406259,0.0223282088209494,249.703389511702,217.034174670199,158.515836831184,176.139166295215
"2770","LIMS1",422.689112836785,0.320496586341666,0.113772444643321,2.81699657018384,0.00484750433362236,0.022338769970646,474.926054561473,463.910548357551,389.280388408555,362.639460019561
"2771","PPP1R14C",9.5953845332737,2.64229848833775,0.93815083904497,2.8164964293243,0.00485505826451282,0.0223655065848091,18.605350591068,14.4689449780133,3.23501707818744,2.07222548582606
"2772","ATXN2",540.886163340154,0.281506627195204,0.0999603186748423,2.81618377099124,0.00485978594123382,0.0223721121905177,583.620471172449,603.174143770929,494.957612962678,481.792425454559
"2773","ZNF254",207.534296103649,0.477514001288996,0.169561509661868,2.81616979137088,0.00485999742297732,0.0223721121905177,228.160351985202,255.015155237484,155.280819752997,191.680857438911
"2774","UBE4B",820.882913869969,0.236497153527724,0.0839860837678599,2.81590881391028,0.00486394698240643,0.0223741561190696,853.887669232174,921.490933287221,782.874132921359,725.278920039122
"2775","GUCY1A3",2759.41359658522,-0.127039950935334,0.0451134055425468,-2.81601332037595,0.0048623650625212,0.0223741561190696,2592.99833500779,2682.18067529921,2900.73198010807,2861.74339592579
"2776","CFAP70",102.638323616345,-0.659675424769436,0.234317209527892,-2.81530932405078,0.00487303049162553,0.0224078653550432,84.2136921490447,75.0576520734439,119.695631892935,131.586318349955
"2777","RHOT2",947.024585293433,0.215572326290532,0.0765765328524321,2.81512257424808,0.004875863270048,0.0224128176601234,983.145894391173,1051.71143808934,876.689628188795,876.551380504424
"2778","MACF1",1126.08608570464,0.194516322842893,0.0691306065742284,2.81375113690104,0.00489671207041026,0.022500550604315,1210.3270173979,1193.6879606861,1035.20546501998,1065.1238997146
"2779","HEATR5A",338.120714376861,-0.355137945091009,0.126239100636502,-2.81321669197887,0.00490485859610208,0.0225298740479464,297.685609457088,295.709062988146,387.12371035643,371.964474705778
"2780","ARPC3",593.871246133041,-0.267885706954078,0.0952495308527655,-2.81246221955854,0.00491637986311875,0.0225665548193854,526.825190420768,550.724218225631,653.473449793862,644.462126091905
"2781","INHBB",33.4662474067777,-1.20339674395029,0.427873748597715,-2.81250426765892,0.00491573711871507,0.0225665548193854,21.5430375264998,18.9904902836424,54.9952903291864,38.3361714877822
"2782","KCND2",25.7004564447356,1.38372782332613,0.492053901664149,2.8121468372597,0.0049212031993163,0.0225805747085811,38.1899301606133,36.1723624450332,11.8617292866873,16.5778038866085
"2783","C2orf68",351.553658561664,-0.367948645948148,0.130900575198702,-2.81090167395839,0.00494028808582341,0.0226599990713388,287.893319672316,325.551262005299,427.022254320741,365.7477982483
"2784","SLC9A2",463.66394402151,-0.306507263136301,0.109066022850942,-2.81029100653277,0.00494967236029726,0.0226948878158026,398.546194240246,430.451113095895,500.34930809299,525.309160656907
"2785","DCAF12",893.548394005338,0.222205954077717,0.0790837794122978,2.80975385507642,0.0049579402210156,0.0227246344421056,982.166665412696,942.290041693115,852.96616961542,796.770699300121
"2786","HOMER1",330.094088969181,-0.358752075057063,0.127687238696987,-2.80961573543314,0.00496006818281158,0.0227262276933201,293.768693543179,284.857354254637,367.713607887305,374.036700191604
"2787","SH3GLB2",815.744760319595,-0.228706379530009,0.0814103687262815,-2.80930283338928,0.00496489201235038,0.0227401673977942,733.442504879471,768.662701956956,886.394679423357,874.479155018598
"2788","TAOK3",719.79902698518,-0.247599167779694,0.0881832280744724,-2.80778072186915,0.00498841809396766,0.0228397263161754,686.439513912562,630.303415604704,793.657523181984,768.795655241469
"2789","RNF11",1834.87189286236,-0.161762487710449,0.057628101087029,-2.8070070791706,0.00500041427917483,0.0228864425506155,1771.42522206537,1692.86656242755,2014.33730068471,1860.8584862718
"2790","ALG3",516.006782360127,-0.291752515984517,0.103946378022897,-2.80675980764092,0.00500425399506043,0.02289580725697,475.90528353995,452.154530562915,592.008125308301,543.959190029341
"2791","LLGL1",307.366337034951,0.388619970931744,0.138501057474676,2.80589894414922,0.00501764258065015,0.0229488382450732,363.293951015065,333.690043555431,288.994858984744,243.486494584562
"2792","TRIM2",64.2467776754278,0.843132685643959,0.300557564775118,2.80522862991256,0.00502809006593467,0.0229801538459205,89.109837041431,75.9619611345697,45.2902390946241,46.6250734310864
"2793","AGO2",244.044830637822,0.41959172437097,0.149572016210412,2.80528226470322,0.00502725339336249,0.0229801538459205,279.08025886602,279.431499887882,214.589466186433,203.078097610954
"2794","CYB5D1",631.327175281528,-0.271703659977841,0.0968984746192727,-2.80400347936747,0.00504723604032948,0.0230516048974801,612.01811154829,532.638037003114,701.998705966673,678.653846608035
"2795","STK35",503.887589315101,0.299169033888801,0.106693772997021,2.80399713577617,0.00504733534574673,0.0230516048974801,553.264372839654,558.862999775763,421.630559190429,481.792425454559
"2796","TMED5",969.838525840058,-0.210426514732184,0.0750491339375179,-2.80385000721493,0.0050496390577282,0.0230538778869458,882.285309608015,916.065078920466,1017.95204060298,1063.05167422877
"2797","LRRCC1",105.903635621136,0.651452546194847,0.232496948743208,2.801983207592,0.00507895172348468,0.0231794132106836,119.465935374226,139.263595413378,83.0321050068108,81.8529066901295
"2798","ZBED5",283.509967569442,0.387823248966989,0.138427588322509,2.80163263455431,0.00508447357893071,0.0231797518696609,316.290960048156,326.455571066425,242.626280864058,248.667058299127
"2799","LRP4",23.9967671117462,-1.40566806449345,0.501730527518635,-2.80163950048114,0.00508436538203919,0.0231797518696609,12.7299767202044,13.5646359168875,33.4285098079368,36.2639460019561
"2800","FAM114A2",237.967837323294,-0.431600601097201,0.154042653738938,-2.8018252777484,0.00508143859591393,0.0231797518696609,218.36806220043,187.191975653047,271.741434567745,274.569876871953
"2801","STX2",87.280740575194,0.719370931526175,0.256782338593854,2.80148134589577,0.00508685819355221,0.023182343748909,109.673645589454,107.612778273974,59.3086464334363,72.5278920039122
"2802","DCPS",112.052323336427,0.657229838453599,0.234636523335675,2.80105513459793,0.00509358158058232,0.0232046998130383,121.424393331181,152.828231330265,76.562070850436,97.3945978338249
"2803","EFTUD2",803.076683793852,0.235721833056305,0.08420421119431,2.79940670084009,0.0051196609277304,0.0233151879209699,830.38617374872,906.117679248082,750.523962139485,725.278920039122
"2804","CYSTM1",141.314073342198,-0.584734501092982,0.208956321185583,-2.79835755996898,0.00513632183779635,0.0233827204919652,118.486706395749,107.612778273974,194.101024691246,145.055784007824
"2805","DPH2",289.205482254357,0.383296679621603,0.136982633684112,2.7981406789528,0.00513977212848165,0.0233900859964593,332.93785268227,321.934025760796,250.174654046495,251.775396527867
"2806","RANBP2",3057.94603707243,-0.120623855631215,0.0431128668487998,-2.79786208730337,0.00514420722725565,0.0233971807841784,2916.14389790529,2944.4303030257,3126.10483655513,3245.10511080361
"2807","LINC-PINT",132.20570182438,-0.590074712916267,0.21090573889165,-2.79781250153373,0.00514499698090003,0.0233971807841784,111.632103546408,99.4739967238413,175.769261248184,141.947445779085
"2808","ZNF664",1551.27363879368,0.165942418798783,0.0593191503824969,2.79745103779752,0.00515075733326309,0.0234150346720453,1616.70704346596,1663.92867247153,1442.8176168716,1481.64122236563
"2809","RPP14",202.514167852188,0.464193219899964,0.165988953689991,2.79653079063872,0.00516544887719942,0.0234734620567642,226.201894028248,243.259137442848,177.925939300309,162.669700637346
"2810","CPSF3",377.653523543057,0.340944070390994,0.121960764806358,2.79552256770711,0.00518158839727462,0.0235384255840607,429.881521551519,414.17354999563,352.61686152243,313.942161102648
"2811","DEF8",387.950183577334,-0.336371690774735,0.12033645867492,-2.79526001079538,0.00518579885052381,0.0235491719412794,364.273179993542,321.934025760796,434.570627503179,431.022901051821
"2812","SLC12A8",179.265905532645,-0.50046974703675,0.179079096012155,-2.79468546682177,0.00519502322216171,0.0235826712058657,143.946659836158,152.828231330265,228.607873525245,191.680857438911
"2813","API5",769.127480084281,0.237146835998935,0.0849395837530576,2.79194723497098,0.00523918988789545,0.0237704890305205,807.863907243743,856.380680886161,689.058637653924,723.206694553296
"2814","IPO5P1",141.71004824825,0.560153045589958,0.200635809576033,2.7918896769905,0.0052401219061406,0.0237704890305205,173.323529190476,164.584249124901,104.59888552806,124.333529149564
