"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mr88","mr89","mr90","mr91"
"24831","SMIM18",0.244807244619316,1.31625832856584,4.99055767527027,0.263749747866515,0.791972759095282,NA,0.979228978477264,0,0,0
"24832","TEX15",0.485105451009715,-0.175924065069264,4.99311200167284,-0.0352333504656663,0.971893668906669,NA,0,0.90430906112583,0,1.03611274291303
"24833","PURG",0.470884509900773,2.27585277191411,4.89226986073033,0.465193629276691,0.641792800530037,NA,0.979228978477264,0.90430906112583,0,0
"24834","NRG1",0,NA,NA,NA,NA,NA,0,0,0,0
"24835","NRG1-IT1",0,NA,NA,NA,NA,NA,0,0,0,0
"24836","NRG1-IT3",0,NA,NA,NA,NA,NA,0,0,0,0
"24837","SNORD13",0,NA,NA,NA,NA,NA,0,0,0,0
"24838","DUSP26",0.244807244619316,1.31625832856584,4.99055767527027,0.263749747866515,0.791972759095282,NA,0.979228978477264,0,0,0
"24839","LINC01288",0,NA,NA,NA,NA,NA,0,0,0,0
"24840","UNC5D",0.729912695629031,0.840646759463891,3.71648384502837,0.226194111024711,0.82105045065214,NA,0.979228978477264,0.90430906112583,0,1.03611274291303
"24841","LOC101929550",0.259028185728258,-1.60194909389306,4.99602284246689,-0.320644869810497,0.74847953033583,NA,0,0,0,1.03611274291303
"24842","KCNU1",3.4375980396573,-3.75230905069434,1.91434500663902,-1.9601007329824,0.0499840175974465,NA,0.979228978477264,0,8.62671220849983,4.14445097165212
"24843","LINC01605",1.31625407021601,-3.92747755928316,2.83317568832156,-1.3862456802352,0.165671897256917,NA,0,0,2.15667805212496,3.10833822873909
"24844","LOC101929622",0,NA,NA,NA,NA,NA,0,0,0,0
"24845","LOC102723701",1.53177476471011,-2.48681886765258,2.57455208745288,-0.965922919086442,0.334082752917499,NA,0,0.90430906112583,1.07833902606248,4.14445097165212
"24846","LOC728024",2.50521349687374,-0.187777568753969,1.69710668425647,-0.110645706893929,0.91189730112296,NA,1.95845795695453,2.71292718337749,4.31335610424991,1.03611274291303
"24847","ADGRA2",2.94076392409085,0.832822216891344,1.53370134624877,0.543014595982663,0.58711975289675,NA,3.91691591390906,3.61723624450332,2.15667805212496,2.07222548582606
"24848","GOT1L1",0,NA,NA,NA,NA,NA,0,0,0,0
"24849","ADRB3",0,NA,NA,NA,NA,NA,0,0,0,0
"24850","STAR",1.50333288249222,-0.146362193109293,2.26263018024821,-0.064686750131317,0.948423412590126,NA,1.95845795695453,0.90430906112583,1.07833902606248,2.07222548582606
"24851","C8orf86",0.783976757650555,-1.15823073618904,3.85768186503578,-0.300240086329229,0.763994030217566,NA,0.979228978477264,0,2.15667805212496,0
"24852","RNF5P1",6.85752899651476,0.700224019342372,1.02031851675825,0.686279831093453,0.492536664882264,NA,9.79228978477264,7.23447248900664,1.07833902606248,9.32501468621728
"24853","HTRA4",0,NA,NA,NA,NA,NA,0,0,0,0
"24854","ADAM32",1.98928300140928,1.4317362494475,2.13627544996942,0.670202079730867,0.502728978281515,NA,4.89614489238632,0.90430906112583,2.15667805212496,0
"24855","ADAM5",0,NA,NA,NA,NA,NA,0,0,0,0
"24856","ADAM3A",0,NA,NA,NA,NA,NA,0,0,0,0
"24857","LOC100130964",0,NA,NA,NA,NA,NA,0,0,0,0
"24858","ADAM18",0.941769019801547,3.27584993370513,3.37470620716736,0.970706702333887,0.331694353338599,NA,1.95845795695453,1.80861812225166,0,0
"24859","ADAM2",2.764241682602,-0.445073657440237,1.58142264508101,-0.281438778447135,0.778373878655774,NA,1.95845795695453,2.71292718337749,4.31335610424991,2.07222548582606
"24860","IDO1",0,NA,NA,NA,NA,NA,0,0,0,0
"24861","IDO2",0,NA,NA,NA,NA,NA,0,0,0,0
"24862","ZMAT4",0,NA,NA,NA,NA,NA,0,0,0,0
"24863","SFRP1",0.696961775182231,2.84338861202037,4.03787169020724,0.704180031008967,0.481320665195493,NA,0.979228978477264,1.80861812225166,0,0
"24864","MIR548AO",0,NA,NA,NA,NA,NA,0,0,0,0
"24865","LOC102723729",0.495662021797077,-0.2050023813859,4.99105321131397,-0.0410739723073259,0.967236924177668,NA,0,0.90430906112583,1.07833902606248,0
"24866","NKX6-3",0,NA,NA,NA,NA,NA,0,0,0,0
"24867","MIR486-1",0,NA,NA,NA,NA,NA,0,0,0,0
"24868","MIR486-2",0,NA,NA,NA,NA,NA,0,0,0,0
"24869","PLAT",5.41753553874671,0.923090452323904,1.13898630654981,0.81044912218489,0.417682095204379,NA,7.83383182781811,6.33016342788081,6.47003415637487,1.03611274291303
"24870","LOC101929897",0,NA,NA,NA,NA,NA,0,0,0,0
"24871","DKK4",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"24872","CHRNB3",0,NA,NA,NA,NA,NA,0,0,0,0
"24873","CHRNA6",0,NA,NA,NA,NA,NA,0,0,0,0
"24874","MIR4469",0.259028185728258,-1.60194909389306,4.99602284246689,-0.320644869810497,0.74847953033583,NA,0,0,0,1.03611274291303
"24875","POTEA",0,NA,NA,NA,NA,NA,0,0,0,0
"24876","LINC00293",0,NA,NA,NA,NA,NA,0,0,0,0
"24877","LOC100287846",1.21135377631717,1.82167607168534,2.82662183879924,0.644471095029534,0.519269995399444,NA,1.95845795695453,1.80861812225166,1.07833902606248,0
"24878","LOC101929268",0.26958475651562,-1.63101426547394,4.99396640558006,-0.326596963818481,0.743972740244646,NA,0,0,1.07833902606248,0
"24879","LOC101929217",0,NA,NA,NA,NA,NA,0,0,0,0
"24880","EFCAB1",0,NA,NA,NA,NA,NA,0,0,0,0
"24881","C8orf22",0,NA,NA,NA,NA,NA,0,0,0,0
"24882","SNTG1",0,NA,NA,NA,NA,NA,0,0,0,0
"24883","PXDNL",1.01822743148251,-0.123148766358742,3.03066724326089,-0.0406342090615791,0.967587511781621,NA,1.95845795695453,0,1.07833902606248,1.03611274291303
"24884","ST18",0,NA,NA,NA,NA,NA,0,0,0,0
"24885","FAM150A",0,NA,NA,NA,NA,NA,0,0,0,0
"24886","NPBWR1",0.495662021797077,-0.2050023813859,4.99105321131397,-0.0410739723073259,0.967236924177668,NA,0,0.90430906112583,1.07833902606248,0
"24887","OPRK1",7.2978457482056,1.0584061502877,0.936931959289815,1.12965102726346,0.258623300501143,NA,9.79228978477264,9.94739967238413,3.23501707818744,6.21667645747819
"24888","RGS20",1.72941014777368,0.254432467206982,2.07402772025678,0.12267553838455,0.902364035071562,NA,1.95845795695453,1.80861812225166,1.07833902606248,2.07222548582606
"24889","RNU105C",0,NA,NA,NA,NA,NA,0,0,0,0
"24890","SOX17",0,NA,NA,NA,NA,NA,0,0,0,0
"24891","RP1",0.721739287078535,0.769285962362926,4.03998101581432,0.190418212202382,0.8489814274836,NA,0,1.80861812225166,1.07833902606248,0
"24892","XKR4",0,NA,NA,NA,NA,NA,0,0,0,0
"24893","SBF1P1",0.489614489238632,2.32727234389837,4.88854510191359,0.47606645645703,0.63402703334979,NA,1.95845795695453,0,0,0
"24894","SNORD54",1.73996671856104,0.241191773629643,2.06864807797099,0.11659391280619,0.90718186170112,NA,1.95845795695453,1.80861812225166,2.15667805212496,1.03611274291303
"24895","MOS",0,NA,NA,NA,NA,NA,0,0,0,0
"24896","PLAG1",6.75746516670687,-0.257115526975695,0.971314484060172,-0.264708836525254,0.791233769699048,NA,7.83383182781811,4.52154530562915,4.31335610424991,10.3611274291303
"24897","SDR16C5",1.61750853909372,-4.22313688971641,4.82017393347408,-0.876137863073467,0.380955091271657,NA,0,0,6.47003415637487,0
"24898","SDR16C6P",0,NA,NA,NA,NA,NA,0,0,0,0
"24899","PENK",0,NA,NA,NA,NA,NA,0,0,0,0
"24900","LOC101929415",0,NA,NA,NA,NA,NA,0,0,0,0
"24901","LINC00968",0,NA,NA,NA,NA,NA,0,0,0,0
"24902","LINC01606",0,NA,NA,NA,NA,NA,0,0,0,0
"24903","LOC286177",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"24904","LINC00588",0,NA,NA,NA,NA,NA,0,0,0,0
"24905","LOC101929488",0,NA,NA,NA,NA,NA,0,0,0,0
"24906","LINC01602",0.259028185728258,-1.60194909389306,4.99602284246689,-0.320644869810497,0.74847953033583,NA,0,0,0,1.03611274291303
"24907","LOC101929528",0,NA,NA,NA,NA,NA,0,0,0,0
"24908","CYP7A1",1.03244837259145,-1.7188896307953,3.08289777069771,-0.557556480507716,0.577147280957317,NA,0.979228978477264,0,1.07833902606248,2.07222548582606
"24909","TOX",0,NA,NA,NA,NA,NA,0,0,0,0
"24910","CA8",0.26958475651562,-1.63101426547394,4.99396640558006,-0.326596963818481,0.743972740244646,NA,0,0,1.07833902606248,0
"24911","LINC01301",2.57562437599626,-0.72020756993154,1.78796314345516,-0.402808957538001,0.687088770985594,NA,3.91691591390906,0,4.31335610424991,2.07222548582606
"24912","LOC100130298",0,NA,NA,NA,NA,NA,0,0,0,0
"24913","CLVS1",0,NA,NA,NA,NA,NA,0,0,0,0
"24914","MIR4470",0.528612942243877,-2.61056021852926,4.80836801642448,-0.542920219419995,0.58718473387662,NA,0,0,1.07833902606248,1.03611274291303
"24915","NKAIN3",0.26958475651562,-1.63101426547394,4.99396640558006,-0.326596963818481,0.743972740244646,NA,0,0,1.07833902606248,0
"24916","UG0898H09",2.01321584539824,-0.912540727428007,1.91825757915346,-0.475713343893429,0.634278613072434,NA,0.979228978477264,1.80861812225166,2.15667805212496,3.10833822873909
"24917","TTPA",2.72286006735989,0.668016940041663,1.63736126818405,0.407983841453964,0.683285537957924,NA,4.89614489238632,1.80861812225166,1.07833902606248,3.10833822873909
"24918","LOC102724612",0,NA,NA,NA,NA,NA,0,0,0,0
"24919","LINC01289",0,NA,NA,NA,NA,NA,0,0,0,0
"24920","LOC102724623",0,NA,NA,NA,NA,NA,0,0,0,0
"24921","MIR124-2HG",0,NA,NA,NA,NA,NA,0,0,0,0
"24922","MIR124-2",0,NA,NA,NA,NA,NA,0,0,0,0
"24923","LOC401463",0,NA,NA,NA,NA,NA,0,0,0,0
"24924","BHLHE22",0,NA,NA,NA,NA,NA,0,0,0,0
"24925","CYP7B1",0,NA,NA,NA,NA,NA,0,0,0,0
"24926","LINC00251",0,NA,NA,NA,NA,NA,0,0,0,0
"24927","LINC01299",0,NA,NA,NA,NA,NA,0,0,0,0
"24928","DNAJC5B",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"24929","TRIM55",0,NA,NA,NA,NA,NA,0,0,0,0
"24930","CRH",0,NA,NA,NA,NA,NA,0,0,0,0
"24931","LINC00967",0,NA,NA,NA,NA,NA,0,0,0,0
"24932","RRS1-AS1",2.15466129044824,0.779105256120238,2.02208288240908,0.385298378665876,0.700016362624693,NA,0,5.42585436675498,2.15667805212496,1.03611274291303
"24933","ADHFE1",2.53578125508368,-0.726434892191938,1.69240424403246,-0.429232492623083,0.66775403901728,NA,2.93768693543179,0.90430906112583,2.15667805212496,4.14445097165212
"24934","C8orf46",2.30153058125172,-1.15591090122932,1.79113638551273,-0.645350577755381,0.518700023216271,NA,1.95845795695453,0.90430906112583,3.23501707818744,3.10833822873909
"24935","C8orf44-SGK3",0,NA,NA,NA,NA,NA,0,0,0,0
"24936","PTTG3P",0,NA,NA,NA,NA,NA,0,0,0,0
"24937","SNORD87",6.61594958203965,1.08739635748729,0.986943129578099,1.10178218470615,0.270556377301922,NA,10.7715187632499,7.23447248900664,4.31335610424991,4.14445097165212
"24938","TCF24",0,NA,NA,NA,NA,NA,0,0,0,0
"24939","PPP1R42",1.03483153482832,-1.79155658164415,3.31650551711769,-0.540194060404023,0.589063208402896,NA,0,0.90430906112583,3.23501707818744,0
"24940","CPA6",0.26958475651562,-1.63101426547394,4.99396640558006,-0.326596963818481,0.743972740244646,NA,0,0,1.07833902606248,0
"24941","PREX2",2.23775461635017,0.868629325427826,1.86515385116649,0.465714570883563,0.641419821262388,NA,4.89614489238632,0.90430906112583,1.07833902606248,2.07222548582606
"24942","C8orf34-AS1",5.11012442299522,-0.448375631490373,1.19615193010522,-0.37484839526274,0.707773219846809,NA,6.85460284934085,1.80861812225166,9.70505123456231,2.07222548582606
"24943","C8orf34",2.25435871969598,0.153179954331446,1.7935115326325,0.0854078446357184,0.93193715683524,NA,2.93768693543179,1.80861812225166,3.23501707818744,1.03611274291303
"24944","LINC01592",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"24945","LINC01603",0,NA,NA,NA,NA,NA,0,0,0,0
"24946","SULF1",2.02377241618561,-0.921217973193874,1.91460901021054,-0.481152009773823,0.630408465757906,NA,0.979228978477264,1.80861812225166,3.23501707818744,2.07222548582606
"24947","PRDM14",0,NA,NA,NA,NA,NA,0,0,0,0
"24948","LOC101926892",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"24949","LACTB2-AS1",1.92253649260834,1.40259752151102,2.02987785835094,0.690976314530807,0.489580425810334,NA,1.95845795695453,3.61723624450332,1.07833902606248,1.03611274291303
"24950","EYA1",0.773420186863193,-1.13635906349961,3.60523962710371,-0.315196541987559,0.752612430948668,NA,0.979228978477264,0,1.07833902606248,1.03611274291303
"24951","MSC",0,NA,NA,NA,NA,NA,0,0,0,0
"24952","MSC-AS1",0,NA,NA,NA,NA,NA,0,0,0,0
"24953","TRPA1",0,NA,NA,NA,NA,NA,0,0,0,0
"24954","LOC392232",0,NA,NA,NA,NA,NA,0,0,0,0
"24955","KCNB2",0,NA,NA,NA,NA,NA,0,0,0,0
"24956","LOC101926908",0,NA,NA,NA,NA,NA,0,0,0,0
"24957","SBSPON",7.13305217127349,-1.0201669732487,0.939557335747521,-1.08579533620164,0.277569550233695,NA,4.89614489238632,4.52154530562915,11.8617292866873,7.25278920039122
"24958","C8orf89",0,NA,NA,NA,NA,NA,0,0,0,0
"24959","RPL7",6.61536220037712,0.347544371756574,0.994805687891794,0.349359051708978,0.726819770892003,NA,3.91691591390906,10.85170873351,7.54837318243735,4.14445097165212
"24960","RDH10-AS1",8.05286338159297,-0.911794073122915,0.88151819072536,-1.03434515897243,0.300974832373597,NA,3.91691591390906,7.23447248900664,8.62671220849983,12.4333529149564
"24961","STAU2-AS1",0,NA,NA,NA,NA,NA,0,0,0,0
"24962","LY96",2.34052903425697,-3.17664819809736,2.14427906728131,-1.48145278595895,0.138485957439938,NA,0,0.90430906112583,4.31335610424991,4.14445097165212
"24963","MIR5681A",0,NA,NA,NA,NA,NA,0,0,0,0
"24964","MIR5681B",0,NA,NA,NA,NA,NA,0,0,0,0
"24965","MIR2052HG",0,NA,NA,NA,NA,NA,0,0,0,0
"24966","MIR2052",0.259028185728258,-1.60194909389306,4.99602284246689,-0.320644869810497,0.74847953033583,NA,0,0,0,1.03611274291303
"24967","PI15",1.23613128821347,0.381591284713642,2.69567629027247,0.141556790810024,0.88743009907849,NA,0.979228978477264,1.80861812225166,2.15667805212496,0
"24968","CRISPLD1",1.67772924798902,1.1271137239312,2.19237007767464,0.514107419823338,0.607176890124586,NA,0.979228978477264,3.61723624450332,1.07833902606248,1.03611274291303
"24969","CASC9",0.974719940248347,1.44098454201698,3.17142487470953,0.454365024853052,0.649566121406112,NA,1.95845795695453,0.90430906112583,0,1.03611274291303
"24970","HNF4G",1.51755382360117,-1.15623500439888,2.30051223432071,-0.502598937379826,0.615246276527787,NA,0.979228978477264,0.90430906112583,1.07833902606248,3.10833822873909
"24971","LINC01111",0,NA,NA,NA,NA,NA,0,0,0,0
"24972","ZFHX4-AS1",0.259028185728258,-1.60194909389306,4.99602284246689,-0.320644869810497,0.74847953033583,NA,0,0,0,1.03611274291303
"24973","MIR3149",0,NA,NA,NA,NA,NA,0,0,0,0
"24974","LOC102724874",0,NA,NA,NA,NA,NA,0,0,0,0
"24975","PKIA",2.10023082786657,-2.9648310842738,2.23202444075926,-1.32831479357155,0.184074134594666,NA,0.979228978477264,0,4.31335610424991,3.10833822873909
"24976","PKIA-AS1",0,NA,NA,NA,NA,NA,0,0,0,0
"24977","LOC101241902",0.259028185728258,-1.60194909389306,4.99602284246689,-0.320644869810497,0.74847953033583,NA,0,0,0,1.03611274291303
"24978","IL7",0,NA,NA,NA,NA,NA,0,0,0,0
"24979","STMN2",0,NA,NA,NA,NA,NA,0,0,0,0
"24980","LINC01607",0.93725998157263,1.37481273532728,3.48805945934378,0.394148308350777,0.693471546852007,NA,0,2.71292718337749,0,1.03611274291303
"24981","LOC101927040",1.28330314976921,-2.18014378213623,2.75420096403493,-0.791570335863328,0.428611249308034,NA,0,0.90430906112583,2.15667805212496,2.07222548582606
"24982","MIR5708",0,NA,NA,NA,NA,NA,0,0,0,0
"24983","FABP5",0,NA,NA,NA,NA,NA,0,0,0,0
"24984","PMP2",0.244807244619316,1.31625832856584,4.99055767527027,0.263749747866515,0.791972759095282,NA,0.979228978477264,0,0,0
"24985","FABP9",0,NA,NA,NA,NA,NA,0,0,0,0
"24986","FABP4",0,NA,NA,NA,NA,NA,0,0,0,0
"24987","FABP12",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"24988","SLC10A5",4.18506862085482,0.711055644337688,1.24864096860157,0.569463650655354,0.569041531894129,NA,5.87537387086358,4.52154530562915,3.23501707818744,3.10833822873909
"24989","LINC01419",0,NA,NA,NA,NA,NA,0,0,0,0
"24990","CA13",4.61849317207987,0.938457361829182,1.19391767438548,0.786031886421491,0.431848806671997,NA,4.89614489238632,7.23447248900664,3.23501707818744,3.10833822873909
"24991","CA1",0.518056371456516,-2.58417128257016,4.89423799015635,-0.528002783634068,0.597497403911478,NA,0,0,0,2.07222548582606
"24992","CA3",0.495662021797077,-0.2050023813859,4.99105321131397,-0.0410739723073259,0.967236924177668,NA,0,0.90430906112583,1.07833902606248,0
"24993","CA3-AS1",0,NA,NA,NA,NA,NA,0,0,0,0
"24994","CA2",0,NA,NA,NA,NA,NA,0,0,0,0
"24995","REXO1L2P",0,NA,NA,NA,NA,NA,0,0,0,0
"24996","PSKH2",0,NA,NA,NA,NA,NA,0,0,0,0
"24997","ATP6V0D2",5.56594332387971,-0.429663646757322,1.07114270176381,-0.401126428859394,0.688327043609138,NA,5.87537387086358,3.61723624450332,8.62671220849983,4.14445097165212
"24998","SLC7A13",2.28969280237965,-0.511270094252228,1.91631179655825,-0.266799012128654,0.789623914901225,NA,1.95845795695453,1.80861812225166,5.39169513031239,0
"24999","CNBD1",6.3209999319652,0.731083594431594,1.01124044154967,0.72295723587879,0.469706157656279,NA,4.89614489238632,10.85170873351,5.39169513031239,4.14445097165212
"25000","DCAF4L2",0,NA,NA,NA,NA,NA,0,0,0,0
"25001","CALB1",0,NA,NA,NA,NA,NA,0,0,0,0
"25002","LINC00534",0,NA,NA,NA,NA,NA,0,0,0,0
"25003","LINC01030",0.26958475651562,-1.63101426547394,4.99396640558006,-0.326596963818481,0.743972740244646,NA,0,0,1.07833902606248,0
"25004","NECAB1",1.56344447707219,-2.51548202920684,2.55564392540699,-0.984285018816243,0.324975393404748,NA,0,0.90430906112583,4.31335610424991,1.03611274291303
"25005","C8orf88",0,NA,NA,NA,NA,NA,0,0,0,0
"25006","LRRC69",2.17790030801502,1.61758132697112,1.98841571457643,0.813502586563344,0.415929963911154,NA,2.93768693543179,3.61723624450332,2.15667805212496,0
"25007","MIR4661",0,NA,NA,NA,NA,NA,0,0,0,0
"25008","SLC26A7",0,NA,NA,NA,NA,NA,0,0,0,0
"25009","RUNX1T1",0,NA,NA,NA,NA,NA,0,0,0,0
"25010","LOC102724710",0,NA,NA,NA,NA,NA,0,0,0,0
"25011","FLJ46284",0,NA,NA,NA,NA,NA,0,0,0,0
"25012","MIR8084",0,NA,NA,NA,NA,NA,0,0,0,0
"25013","C8orf87",0,NA,NA,NA,NA,NA,0,0,0,0
"25014","LINC00535",0,NA,NA,NA,NA,NA,0,0,0,0
"25015","MIR378D2",0,NA,NA,NA,NA,NA,0,0,0,0
"25016","CDH17",0,NA,NA,NA,NA,NA,0,0,0,0
"25017","GEM",1.51388945327959,-0.160383457505011,2.25581526989765,-0.0710977798781759,0.943319935101733,NA,1.95845795695453,0.90430906112583,2.15667805212496,1.03611274291303
"25018","FSBP",0,NA,NA,NA,NA,NA,0,0,0,0
"25019","MIR3150B",0,NA,NA,NA,NA,NA,0,0,0,0
"25020","MIR3150A",0,NA,NA,NA,NA,NA,0,0,0,0
"25021","LINC01298",0,NA,NA,NA,NA,NA,0,0,0,0
"25022","C8orf37-AS1",2.00955147507666,-0.177614027670648,1.91138244777256,-0.0929243793557023,0.925963637617366,NA,1.95845795695453,1.80861812225166,3.23501707818744,1.03611274291303
"25023","LOC100500773",0,NA,NA,NA,NA,NA,0,0,0,0
"25024","GDF6",0,NA,NA,NA,NA,NA,0,0,0,0
"25025","LOC102724804",0,NA,NA,NA,NA,NA,0,0,0,0
"25026","LOC101927066",0,NA,NA,NA,NA,NA,0,0,0,0
"25027","TSPYL5",0,NA,NA,NA,NA,NA,0,0,0,0
"25028","MATN2",2.22745533180762,0.106741288647697,1.95601247013457,0.0545708630581245,0.95648035206777,NA,0.979228978477264,3.61723624450332,4.31335610424991,0
"25029","SNORA72",2.421862884727,0.398253241854287,1.76231998611755,0.225982366988671,0.821215134714979,NA,0.979228978477264,4.52154530562915,1.07833902606248,3.10833822873909
"25030","ERICH5",0.539169513031239,-2.63655957619018,4.8903755972359,-0.539132327112135,0.589795551023505,NA,0,0,2.15667805212496,0
"25031","KCNS2",1.82698170102937,-1.46754024303419,2.21885222973772,-0.661396114335951,0.508358317162686,NA,1.95845795695453,0,4.31335610424991,1.03611274291303
"25032","MIR599",0,NA,NA,NA,NA,NA,0,0,0,0
"25033","MIR875",0,NA,NA,NA,NA,NA,0,0,0,0
"25034","RGS22",0.244807244619316,1.31625832856584,4.99055767527027,0.263749747866515,0.791972759095282,NA,0.979228978477264,0,0,0
"25035","MIR1273A",0,NA,NA,NA,NA,NA,0,0,0,0
"25036","FBXO43",7.39574472732333,-1.32313685822993,0.927415614887998,-1.42669245264942,0.153668562059071,NA,3.91691591390906,4.52154530562915,10.7833902606248,10.3611274291303
"25037","MIR4471",0,NA,NA,NA,NA,NA,0,0,0,0
"25038","SNX31",0,NA,NA,NA,NA,NA,0,0,0,0
"25039","MIR7705",0,NA,NA,NA,NA,NA,0,0,0,0
"25040","FLJ42969",0.514392001134936,-0.147037935384655,4.98702858917264,-0.0294840770922969,0.976478518060954,NA,0.979228978477264,0,1.07833902606248,0
"25041","NACAP1",2.19578561944554,0.138974633533044,1.84513660405074,0.0753194279642736,0.939960564107238,NA,0.979228978477264,3.61723624450332,1.07833902606248,3.10833822873909
"25042","NCALD",5.65009687676399,-0.0530475632980672,1.08705012189405,-0.0487995559999003,0.961079036015358,NA,2.93768693543179,8.13878155013247,3.23501707818744,8.28890194330425
"25043","LOC104054148",0,NA,NA,NA,NA,NA,0,0,0,0
"25044","MIR5680",0,NA,NA,NA,NA,NA,0,0,0,0
"25045","UBR5-AS1",5.99911058885996,0.0940958466579413,1.03459379352629,0.090949556479772,0.927532672952748,NA,8.81306080629537,3.61723624450332,4.31335610424991,7.25278920039122
"25046","ODF1",0,NA,NA,NA,NA,NA,0,0,0,0
"25047","BAALC-AS2",0.244807244619316,1.31625832856584,4.99055767527027,0.263749747866515,0.791972759095282,NA,0.979228978477264,0,0,0
"25048","BAALC",0,NA,NA,NA,NA,NA,0,0,0,0
"25049","MIR3151",0,NA,NA,NA,NA,NA,0,0,0,0
"25050","BAALC-AS1",0.26958475651562,-1.63101426547394,4.99396640558006,-0.326596963818481,0.743972740244646,NA,0,0,1.07833902606248,0
"25051","CTHRC1",1.32681064100337,-3.93748775647519,2.82319354296369,-1.39469281739068,0.163108491771317,NA,0,0,3.23501707818744,2.07222548582606
"25052","RIMS2",1.73307451809526,-0.573689523492741,2.24210540550484,-0.255870897989101,0.798050526783788,NA,0.979228978477264,1.80861812225166,0,4.14445097165212
"25053","DCSTAMP",0,NA,NA,NA,NA,NA,0,0,0,0
"25054","DPYS",0.941769019801547,3.27584993370513,3.37470620716736,0.970706702333887,0.331694353338599,NA,1.95845795695453,1.80861812225166,0,0
"25055","MIR548A3",0,NA,NA,NA,NA,NA,0,0,0,0
"25056","ZFPM2",7.6813488750779,0.509229031997321,0.899083014955497,0.566387111675696,0.571130654178509,NA,11.7507477417272,6.33016342788081,5.39169513031239,7.25278920039122
"25057","ABRA",0.226077265281458,1.25830674329287,4.99457801464835,0.251934545741892,0.80109165696407,NA,0,0.90430906112583,0,0
"25058","ANGPT1",0.489614489238632,2.32727234389837,4.88854510191359,0.47606645645703,0.63402703334979,NA,1.95845795695453,0,0,0
"25059","RSPO2",0,NA,NA,NA,NA,NA,0,0,0,0
"25060","TMEM74",0,NA,NA,NA,NA,NA,0,0,0,0
"25061","TRHR",0,NA,NA,NA,NA,NA,0,0,0,0
"25062","PKHD1L1",3.35094945774913,0.638337581690149,1.59402908082551,0.400455417889597,0.688821113721387,NA,0,8.13878155013247,2.15667805212496,3.10833822873909
"25063","KCNV1",0.244807244619316,1.31625832856584,4.99055767527027,0.263749747866515,0.791972759095282,NA,0.979228978477264,0,0,0
"25064","LINC01608",0,NA,NA,NA,NA,NA,0,0,0,0
"25065","LINC01609",0,NA,NA,NA,NA,NA,0,0,0,0
"25066","CSMD3",0.485105451009715,-0.175924065069264,4.99311200167284,-0.0352333504656663,0.971893668906669,NA,0,0.90430906112583,0,1.03611274291303
"25067","MIR2053",0,NA,NA,NA,NA,NA,0,0,0,0
"25068","LINC00536",0,NA,NA,NA,NA,NA,0,0,0,0
"25069","MIR3610",0,NA,NA,NA,NA,NA,0,0,0,0
"25070","AARD",0,NA,NA,NA,NA,NA,0,0,0,0
"25071","SLC30A8",0,NA,NA,NA,NA,NA,0,0,0,0
"25072","SAMD12-AS1",0.999497452144651,-0.167268121920524,2.87097219750097,-0.0582618396883544,0.953540063374129,NA,0.979228978477264,0.90430906112583,1.07833902606248,1.03611274291303
"25073","TNFRSF11B",0,NA,NA,NA,NA,NA,0,0,0,0
"25074","COLEC10",0.452154530562915,2.22288845545515,4.89624470810434,0.453998643445209,0.64982980317691,NA,0,1.80861812225166,0,0
"25075","MIR548AZ",0,NA,NA,NA,NA,NA,0,0,0,0
"25076","NOV",0.715691754520089,2.87803329717063,3.97740565818131,0.723595615964057,0.469314033664238,NA,1.95845795695453,0.90430906112583,0,0
"25077","ENPP2",0.985276511035709,1.42058409532259,3.15479604550666,0.450293481680349,0.652498838434481,NA,1.95845795695453,0.90430906112583,1.07833902606248,0
"25078","COL14A1",0.988940881357289,-0.144648589899332,3.07629983396989,-0.0470203158684525,0.96249703571386,NA,0.979228978477264,0.90430906112583,0,2.07222548582606
"25079","SNTB1",0.503835430347574,-0.117954262225818,4.98908923129004,-0.0236424438925736,0.981137816272072,NA,0.979228978477264,0,0,1.03611274291303
"25080","LOC101927543",0,NA,NA,NA,NA,NA,0,0,0,0
"25081","HAS2",0.518056371456516,-2.58417128257016,4.89423799015635,-0.528002783634068,0.597497403911478,NA,0,0,0,2.07222548582606
"25082","HAS2-AS1",0,NA,NA,NA,NA,NA,0,0,0,0
"25083","LOC105375734",0,NA,NA,NA,NA,NA,0,0,0,0
"25084","LINC01151",0,NA,NA,NA,NA,NA,0,0,0,0
"25085","FAM83A",0.999497452144651,-0.167268121920524,2.87097219750097,-0.0582618396883544,0.953540063374129,NA,0.979228978477264,0.90430906112583,1.07833902606248,1.03611274291303
